Entrada;Resultado PD;Tempo PD;Memoria PD (bytes);Resultado Guloso;Tempo Guloso;Memoria Guloso (bytes);
2820;1221;0,085579;31832192;-759;0,000033;36;
2825;1240;0,087066;31945132;-665;0,000033;36;
2830;1229;0,087803;32058272;-838;0,000033;36;
2835;1251;0,086860;32171612;-702;0,000034;36;
2840;1261;0,086972;32285152;-776;0,000033;36;
2845;1250;0,088115;32398892;-619;0,000033;36;
2850;1272;0,087545;32512832;-651;0,000041;36;
2855;1222;0,087180;32626972;-638;0,000034;36;
2860;1262;0,088529;32741312;-733;0,000033;36;
2865;1236;0,089064;32855852;-663;0,000033;36;
2870;1267;0,089885;32970592;-737;0,000033;36;
2875;1313;0,091467;33085532;-604;0,000034;36;
2880;1281;0,089930;33200672;-672;0,000033;36;
2885;1291;0,093578;33316012;-707;0,000034;36;
2890;1229;0,091212;33431552;-577;0,000035;36;
2895;1227;0,092216;33547292;-753;0,000034;36;
2900;1234;0,091284;33663232;-815;0,000034;36;
2905;1277;0,092245;33779372;-853;0,000034;36;
2910;1290;0,091031;33895712;-798;0,000034;36;
2915;1285;0,091547;34012252;-737;0,000034;36;
2920;1232;0,091516;34128992;-640;0,000033;36;
2925;1260;0,092121;34245932;-699;0,000034;36;
2930;1273;0,092570;34363072;-668;0,000033;36;
2935;1301;0,093719;34480412;-781;0,000034;36;
2940;1266;0,093724;34597952;-693;0,000035;36;
2945;1330;0,093660;34715692;-779;0,000034;36;
2950;1304;0,093679;34833632;-748;0,000035;36;
2955;1323;0,094059;34951772;-615;0,000035;36;
2960;1318;0,093774;35070112;-833;0,000034;36;
2965;1316;0,095281;35188652;-742;0,000034;36;
2970;1287;0,094750;35307392;-564;0,000035;36;
2975;1318;0,094315;35426332;-752;0,000034;36;
2980;1250;0,095052;35545472;-718;0,000034;36;
2985;1263;0,095574;35664812;-771;0,000034;36;
2990;1330;0,095901;35784352;-794;0,000035;36;
2995;1313;0,095552;35904092;-766;0,000034;36;
3000;1323;0,097526;36024032;-780;0,000035;36;
3005;1291;0,096538;36144172;-797;0,000035;36;
3010;1328;0,098995;36264512;-658;0,000035;36;
3015;1287;0,098372;36385052;-609;0,000040;36;
3020;1330;0,098189;36505792;-758;0,000036;36;
3025;1307;0,098165;36626732;-835;0,000035;36;
3030;1365;0,097985;36747872;-795;0,000035;36;
3035;1297;0,098230;36869212;-668;0,000035;36;
3040;1322;0,098781;36990752;-916;0,000035;36;
3045;1350;0,099354;37112492;-666;0,000036;36;
3050;1327;0,099560;37234432;-773;0,000035;36;
3055;1349;0,100401;37356572;-748;0,000035;36;
3060;1326;0,099428;37478912;-783;0,000036;36;
3065;1363;0,099953;37601452;-707;0,000037;36;
3070;1313;0,100044;37724192;-679;0,000035;36;
3075;1287;0,100428;37847132;-795;0,000035;36;
3080;1366;0,102860;37970272;-731;0,000035;36;
3085;1337;0,102637;38093612;-847;0,000035;36;
3090;1353;0,102397;38217152;-663;0,000036;36;
3095;1387;0,103179;38340892;-755;0,000036;36;
3100;1349;0,104581;38464832;-715;0,000036;36;
3105;1350;0,103944;38588972;-780;0,000036;36;
3110;1423;0,103986;38713312;-836;0,000035;36;
3115;1313;0,104342;38837852;-877;0,000036;36;
3120;1356;0,105144;38962592;-750;0,000036;36;
3125;1324;0,106243;39087532;-809;0,000036;36;
3130;1310;0,104966;39212672;-835;0,000036;36;
3135;1368;0,105058;39338012;-858;0,000041;36;
3140;1363;0,105267;39463552;-755;0,000037;36;
3145;1391;0,105407;39589292;-934;0,000036;36;
3150;1419;0,107989;39715232;-720;0,000037;36;
3155;1441;0,107844;39841372;-710;0,000037;36;
3160;1385;0,107941;39967712;-709;0,000037;36;
3165;1398;0,107635;40094252;-774;0,000036;36;
3170;1396;0,107788;40220992;-752;0,000036;36;
3175;1379;0,108634;40347932;-859;0,000039;36;
3180;1398;0,108254;40475072;-729;0,000036;36;
3185;1399;0,108367;40602412;-680;0,000037;36;
3190;1367;0,108786;40729952;-841;0,000037;36;
3195;1410;0,109175;40857692;-828;0,000037;36;
3200;1351;0,108869;40985632;-722;0,000037;36;
3205;1421;0,110006;41113772;-775;0,000037;36;
3210;1407;0,109766;41242112;-681;0,000037;36;
3215;1441;0,110194;41370652;-761;0,000037;36;
3220;1385;0,110652;41499392;-751;0,000036;36;
3225;1404;0,111835;41628332;-873;0,000038;36;
3230;1420;0,111877;41757472;-779;0,000037;36;
3235;1484;0,111189;41886812;-643;0,000038;36;
3240;1350;0,111554;42016352;-828;0,000037;36;
3245;1429;0,111538;42146092;-776;0,000037;36;
3250;1430;0,113612;42276032;-745;0,000037;36;
3255;1410;0,113144;42406172;-750;0,000038;36;
3260;1426;0,113716;42536512;-878;0,000038;36;
3265;1466;0,114212;42667052;-868;0,000037;36;
3270;1434;0,114801;42797792;-885;0,000038;36;
3275;1384;0,114941;42928732;-830;0,000038;36;
3280;1391;0,114529;43059872;-832;0,000038;36;
3285;1434;0,116486;43191212;-816;0,000038;36;
3290;1453;0,116031;43322752;-815;0,000038;36;
3295;1490;0,117361;43454492;-721;0,000038;36;
3300;1407;0,116756;43586432;-819;0,000038;36;
3305;1399;0,116784;43718572;-887;0,000038;36;
3310;1505;0,117238;43850912;-787;0,000038;36;
3315;1452;0,117307;43983452;-765;0,000039;36;
3320;1420;0,118001;44116192;-890;0,000038;36;
3325;1454;0,119130;44249132;-838;0,000039;36;
3330;1458;0,118694;44382272;-903;0,000038;36;
3335;1429;0,119034;44515612;-776;0,000038;36;
3340;1475;0,119610;44649152;-850;0,000038;36;
3345;1467;0,119766;44782892;-909;0,000038;36;
3350;1414;0,120374;44916832;-887;0,000039;36;
3355;1478;0,120194;45050972;-850;0,000038;36;
3360;1485;0,121247;45185312;-807;0,000039;36;
3365;1453;0,122148;45319852;-974;0,000038;36;
3370;1436;0,121534;45454592;-940;0,000038;36;
3375;1479;0,122466;45589532;-846;0,000038;36;
3380;1465;0,122453;45724672;-794;0,000039;36;
3385;1439;0,123167;45860012;-790;0,000039;36;
3390;1506;0,123660;45995552;-903;0,000039;36;
3395;1492;0,123322;46131292;-875;0,000039;36;
3400;1571;0,123504;46267232;-703;0,000039;36;
3405;1473;0,124053;46403372;-909;0,000040;36;
3410;1543;0,123914;46539712;-980;0,000039;36;
3415;1481;0,124222;46676252;-775;0,000040;36;
3420;1494;0,124266;46812992;-930;0,000038;36;
3425;1501;0,125162;46949932;-863;0,000040;36;
3430;1490;0,125565;47087072;-970;0,000039;36;
3435;1551;0,126891;47224412;-834;0,000039;36;
3440;1474;0,126508;47361952;-914;0,000039;36;
3445;1529;0,127624;47499692;-790;0,000040;36;
3450;1563;0,128529;47637632;-903;0,000040;36;
3455;1522;0,128280;47775772;-866;0,000040;36;
3460;1505;0,128705;47914112;-1057;0,000040;36;
3465;1482;0,128890;48052652;-918;0,000040;36;
3470;1465;0,129378;48191392;-959;0,000039;36;
3475;1541;0,130506;48330332;-856;0,000040;36;
3480;1557;0,130941;48469472;-951;0,000040;36;
3485;1588;0,131354;48608812;-857;0,000040;36;
3490;1478;0,130818;48748352;-859;0,000040;36;
3495;1521;0,132139;48888092;-771;0,000040;36;
3500;1555;0,132108;49028032;-722;0,000040;36;
3505;1502;0,131688;49168172;-931;0,000041;36;
3510;1482;0,132521;49308512;-855;0,000041;36;
3515;1543;0,132600;49449052;-956;0,000041;36;
3520;1550;0,133333;49589792;-934;0,000040;36;
3525;1509;0,132627;49730732;-822;0,000040;36;
3530;1609;0,133385;49871872;-875;0,000041;36;
3535;1502;0,133137;50013212;-1024;0,000041;36;
3540;1545;0,133563;50154752;-897;0,000041;36;
3545;1597;0,135762;50296492;-869;0,000041;36;
3550;1568;0,135987;50438432;-802;0,000041;36;
3555;1551;0,136407;50580572;-837;0,000041;36;
3560;1576;0,135604;50722912;-914;0,000041;36;
3565;1523;0,137274;50865452;-886;0,000041;36;
3570;1554;0,137335;51008192;-987;0,000040;36;
3575;1588;0,136843;51151132;-968;0,000041;36;
3580;1526;0,137175;51294272;-904;0,000042;36;
3585;1545;0,137457;51437612;-945;0,000041;36;
3590;1582;0,144288;51581152;-758;0,000044;36;
3595;1559;0,139049;51724892;-892;0,000041;36;
3600;1665;0,139849;51868832;-792;0,000042;36;
3605;1591;0,139759;52012972;-806;0,000042;36;
3610;1556;0,139404;52157312;-763;0,000042;36;
3615;1569;0,140568;52301852;-972;0,000041;36;
3620;1561;0,140664;52446592;-1013;0,000042;36;
3625;1541;0,140148;52591532;-952;0,000042;36;
3630;1596;0,140424;52736672;-858;0,000042;36;
3635;1567;0,141793;52882012;-935;0,000042;36;
3640;1646;0,142671;53027552;-865;0,000042;36;
3645;1596;0,143271;53173292;-888;0,000042;36;
3650;1588;0,144165;53319232;-968;0,000042;36;
3655;1574;0,148598;53465372;-1000;0,000042;36;
3660;1572;0,142530;53611712;-960;0,000042;36;
3665;1594;0,145158;53758252;-1031;0,000043;36;
3670;1661;0,144084;53904992;-904;0,000043;36;
3675;1620;0,145433;54051932;-1020;0,000043;36;
3680;1651;0,146279;54199072;-797;0,000043;36;
3685;1583;0,145890;54346412;-928;0,000042;36;
3690;1665;0,150082;54493952;-873;0,000043;36;
3695;1630;0,148410;54641692;-788;0,000043;36;
3700;1601;0,148238;54789632;-982;0,000042;36;
3705;1608;0,149654;54937772;-978;0,000047;36;
3710;1618;0,148295;55086112;-959;0,000043;36;
3715;1652;0,148383;55234652;-964;0,000043;36;
3720;1620;0,149502;55383392;-972;0,000042;36;
3725;1726;0,149870;55532332;-911;0,000043;36;
3730;1589;0,148985;55681472;-883;0,000043;36;
3735;1641;0,148607;55830812;-903;0,000042;36;
3740;1621;0,150308;55980352;-872;0,000044;36;
3745;1664;0,150035;56130092;-988;0,000043;36;
3750;1587;0,150253;56280032;-885;0,000043;36;
3755;1588;0,150021;56430172;-923;0,000043;36;
3760;1628;0,150397;56580512;-916;0,000044;36;
3765;1638;0,151697;56731052;-801;0,000043;36;
3770;1621;0,157440;56881792;-824;0,000045;36;
3775;1613;0,151303;57032732;-1132;0,000043;36;
3780;1614;0,152607;57183872;-906;0,000044;36;
3785;1687;0,153481;57335212;-893;0,000042;36;
3790;1628;0,153535;57486752;-1039;0,000044;36;
3795;1665;0,153844;57638492;-1014;0,000044;36;
3800;1657;0,155416;57790432;-1004;0,000043;36;
3805;1658;0,155812;57942572;-1018;0,000044;36;
3810;1635;0,155549;58094912;-990;0,000048;36;
3815;1621;0,155446;58247452;-863;0,000045;36;
3820;1730;0,157316;58400192;-1084;0,000043;36;
3825;1686;0,156509;58553132;-957;0,000044;36;
3830;1612;0,157243;58706272;-800;0,000049;36;
3835;1676;0,159239;58859612;-970;0,000044;36;
3840;1725;0,158390;59013152;-1086;0,000043;36;
3845;1711;0,158751;59166892;-872;0,000045;36;
3850;1667;0,159178;59320832;-901;0,000044;36;
3855;1701;0,160598;59474972;-858;0,000044;36;
3860;1660;0,160008;59629312;-980;0,000044;36;
3865;1691;0,160535;59783852;-964;0,000045;36;
3870;1662;0,160178;59938592;-1008;0,000045;36;
3875;1702;0,161661;60093532;-944;0,000044;36;
3880;1718;0,161492;60248672;-1048;0,000045;36;
3885;1689;0,161236;60404012;-867;0,000045;36;
3890;1705;0,163400;60559552;-1139;0,000050;36;
3895;1733;0,162306;60715292;-970;0,000045;36;
3900;1710;0,161985;60871232;-1044;0,000045;36;
3905;1714;0,162777;61027372;-1121;0,000045;36;
3910;1733;0,162954;61183712;-1147;0,000044;36;
3915;1668;0,163384;61340252;-972;0,000045;36;
3920;1720;0,164762;61496992;-1064;0,000045;36;
3925;1718;0,164282;61653932;-922;0,000045;36;
3930;1743;0,164798;61811072;-1044;0,000045;36;
3935;1774;0,165284;61968412;-1040;0,000045;36;
3940;1748;0,165873;62125952;-964;0,000046;36;
3945;1740;0,166494;62283692;-984;0,000045;36;
3950;1702;0,168709;62441632;-947;0,000046;36;
3955;1724;0,168290;62599772;-979;0,000045;36;
3960;1710;0,169184;62758112;-1023;0,000045;36;
3965;1705;0,169166;62916652;-872;0,000046;36;
3970;1718;0,169187;63075392;-820;0,000046;36;
3975;1746;0,170058;63234332;-942;0,000046;36;
3980;1777;0,169410;63393472;-1019;0,000046;36;
3985;1730;0,169613;63552812;-991;0,000046;36;
3990;1764;0,176821;63712352;-1014;0,000046;36;
3995;1780;0,172226;63872092;-1043;0,000046;36;
4000;1688;0,172640;64032032;-1123;0,000051;36;
4005;1785;0,172224;64192172;-1080;0,000046;36;
4010;1693;0,172007;64352512;-908;0,000046;36;
4015;1787;0,173527;64513052;-979;0,000046;36;
4020;1734;0,173298;64673792;-1137;0,000046;36;
4025;1771;0,174369;64834732;-1097;0,000052;36;
4030;1754;0,174405;64995872;-1036;0,000047;36;
4035;1812;0,176328;65157212;-960;0,000046;36;
4040;1798;0,175052;65318752;-1019;0,000046;36;
4045;1763;0,174533;65480492;-1069;0,000047;36;
4050;1737;0,176522;65642432;-951;0,000047;36;
4055;1792;0,175611;65804572;-890;0,000047;36;
4060;1751;0,175987;65966912;-817;0,000047;36;
4065;1776;0,176204;66129452;-1014;0,000047;36;
4070;1759;0,176544;66292192;-1109;0,000047;36;
4075;1769;0,177030;66455132;-1045;0,000046;36;
4080;1806;0,177437;66618272;-1080;0,000047;36;
4085;1843;0,180233;66781612;-923;0,000047;36;
4090;1811;0,179272;66945152;-1015;0,000047;36;
4095;1797;0,180869;67108892;-999;0,000048;36;
4100;1810;0,181874;67272832;-998;0,000047;36;
4105;1754;0,180770;67436972;-919;0,000048;36;
4110;1827;0,180868;67601312;-1161;0,000047;36;
4115;1786;0,181529;67765852;-1001;0,000048;36;
4120;1838;0,183171;67930592;-1126;0,000048;36;
4125;1827;0,182854;68095532;-1284;0,000047;36;
4130;1813;0,181945;68260672;-1061;0,000048;36;
4135;1772;0,182146;68426012;-1081;0,000047;36;
4140;1875;0,183176;68591552;-999;0,000047;36;
4145;1834;0,183332;68757292;-1196;0,000046;36;
4150;1817;0,184984;68923232;-1042;0,000048;36;
4155;1875;0,184914;69089372;-1077;0,000048;36;
4160;1873;0,187094;69255712;-1049;0,000048;36;
4165;1823;0,186315;69422252;-1120;0,000047;36;
4170;1815;0,187176;69588992;-1047;0,000059;36;
4175;1843;0,186679;69755932;-1013;0,000048;36;
4180;1814;0,187552;69923072;-1078;0,000048;36;
4185;1800;0,187238;70090412;-1155;0,000048;36;
4190;1861;0,187219;70257952;-1037;0,000048;36;
4195;1790;0,188322;70425692;-1087;0,000048;36;
4200;1827;0,190117;70593632;-1011;0,000048;36;
4205;1816;0,190166;70761772;-1106;0,000049;36;
4210;1838;0,190559;70930112;-1024;0,000048;36;
4215;1857;0,191156;71098652;-933;0,000048;36;
4220;1831;0,191555;71267392;-950;0,000048;36;
4225;1847;0,192213;71436332;-1162;0,000048;36;
4230;1887;0,192661;71605472;-1041;0,000048;36;
4235;1888;0,192397;71774812;-995;0,000048;36;
4240;1850;0,193495;71944352;-1036;0,000049;36;
4245;1773;0,193836;72114092;-1023;0,000049;36;
4250;1873;0,198834;72284032;-1100;0,000049;36;
4255;1874;0,195564;72454172;-901;0,000049;36;
4260;1857;0,194407;72624512;-1080;0,000050;36;
4265;1837;0,195238;72795052;-1025;0,000049;36;
4270;1889;0,196243;72965792;-1120;0,000055;36;
4275;1863;0,198135;73136732;-1212;0,000049;36;
4280;1864;0,196283;73307872;-1061;0,000049;36;
4285;1853;0,197504;73479212;-997;0,000050;36;
4290;1896;0,197684;73650752;-978;0,000057;36;
4295;1936;0,197073;73822492;-1052;0,000049;36;
4300;1877;0,199581;73994432;-1015;0,000050;36;
4305;1896;0,200056;74166572;-1056;0,000049;36;
4310;1981;0,200126;74338912;-1025;0,000050;36;
4315;1910;0,200239;74511452;-1153;0,000049;36;
4320;1908;0,200557;74684192;-894;0,000051;36;
4325;1876;0,201122;74857132;-1166;0,000049;36;
4330;1922;0,206661;75030272;-1069;0,000050;36;
4335;1881;0,202468;75203612;-1311;0,000055;36;
4340;1888;0,202502;75377152;-1142;0,000050;36;
4345;1901;0,203605;75550892;-1081;0,000050;36;
4350;1917;0,204095;75724832;-1176;0,000050;36;
4355;1870;0,203687;75898972;-1079;0,000050;36;
4360;1865;0,205065;76073312;-1042;0,000050;36;
4365;1968;0,204765;76247852;-1053;0,000051;36;
4370;1936;0,204292;76422592;-1181;0,000049;36;
4375;1898;0,208003;76597532;-1042;0,000050;36;
4380;1869;0,206480;76772672;-1251;0,000049;36;
4385;1936;0,206739;76948012;-1178;0,000051;36;
4390;1931;0,208559;77123552;-1033;0,000051;36;
4395;1899;0,207586;77299292;-1047;0,000051;36;
4400;1960;0,208511;77475232;-1076;0,000051;36;
4405;1898;0,208728;77651372;-1036;0,000050;36;
4410;1968;0,210293;77827712;-951;0,000051;36;
4415;1939;0,210114;78004252;-1199;0,000050;36;
4420;1922;0,209250;78180992;-1084;0,000050;36;
4425;1923;0,211271;78357932;-1305;0,000050;36;
4430;1987;0,211440;78535072;-1187;0,000051;36;
4435;1904;0,211759;78712412;-967;0,000052;36;
4440;1956;0,210968;78889952;-1122;0,000051;36;
4445;1894;0,211328;79067692;-1136;0,000050;36;
4450;1994;0,214031;79245632;-1153;0,000050;36;
4455;1974;0,213758;79423772;-1224;0,000051;36;
4460;2014;0,214876;79602112;-1187;0,000051;36;
4465;1967;0,214352;79780652;-1030;0,000056;36;
4470;1995;0,215701;79959392;-1125;0,000052;36;
4475;1942;0,215372;80138332;-1079;0,000051;36;
4480;1973;0,214510;80317472;-1162;0,000051;36;
4485;1992;0,214864;80496812;-1056;0,000056;36;
4490;1978;0,215723;80676352;-1259;0,000051;36;
4495;1970;0,216628;80856092;-1036;0,000052;36;
4500;1998;0,218360;81036032;-1029;0,000051;36;
4505;1975;0,218675;81216172;-1148;0,000051;36;
4510;1997;0,219153;81396512;-1171;0,000052;36;
4515;1977;0,221885;81577052;-963;0,000058;36;
4520;1957;0,219749;81757792;-1298;0,000051;36;
4525;2018;0,220289;81938732;-982;0,000052;36;
4530;2019;0,220482;82119872;-1083;0,000052;36;
4535;1993;0,221926;82301212;-1214;0,000052;36;
4540;2018;0,222454;82482752;-1033;0,000052;36;
4545;2031;0,222733;82664492;-1272;0,000052;36;
4550;1981;0,222166;82846432;-1232;0,000052;36;
4555;2045;0,224285;83028572;-1231;0,000052;36;
4560;2004;0,226912;83210912;-1176;0,000052;36;
4565;2005;0,225637;83393452;-1043;0,000052;36;
4570;2027;0,225719;83576192;-1084;0,000053;36;
4575;2022;0,227293;83759132;-1200;0,000053;36;
4580;1978;0,227212;83942272;-1109;0,000053;36;
4585;2084;0,228345;84125612;-1072;0,000052;36;
4590;1986;0,227951;84309152;-1071;0,000053;36;
4595;2095;0,226843;84492892;-980;0,000053;36;
4600;1994;0,227378;84676832;-997;0,000053;36;
4605;2019;0,228579;84860972;-1197;0,000053;36;
4610;2017;0,228695;85045312;-1322;0,000053;36;
4615;2027;0,229381;85229852;-1147;0,000053;36;
4620;2007;0,230067;85414592;-1305;0,000052;36;
4625;2047;0,235459;85599532;-1145;0,000054;36;
4630;2072;0,231254;85784672;-1303;0,000053;36;
4635;2061;0,230915;85970012;-1350;0,000053;36;
4640;2038;0,230346;86155552;-1175;0,000053;36;
4645;2024;0,231069;86341292;-1036;0,000053;36;
4650;2079;0,233572;86527232;-1131;0,000054;36;
4655;2053;0,233695;86713372;-1139;0,000054;36;
4660;2045;0,234183;86899712;-1117;0,000058;36;
4665;2061;0,234383;87086252;-1098;0,000054;36;
4670;2041;0,234050;87272992;-1136;0,000054;36;
4675;2060;0,235694;87459932;-1102;0,000054;36;
4680;2055;0,235279;87647072;-1149;0,000053;36;
4685;2008;0,236417;87834412;-1175;0,000055;36;
4690;2030;0,236172;88021952;-1351;0,000053;36;
4695;2049;0,236193;88209692;-1215;0,000053;36;
4700;2086;0,236396;88397632;-1154;0,000053;36;
4705;2114;0,238872;88585772;-1342;0,000054;36;
4710;2058;0,239943;88774112;-1179;0,000055;36;
4715;2023;0,238783;88962652;-1256;0,000055;36;
4720;2063;0,238652;89151392;-1177;0,000053;36;
4725;2058;0,239175;89340332;-1197;0,000054;36;
4730;2128;0,241266;89529472;-1073;0,000053;36;
4735;2084;0,241499;89718812;-1291;0,000054;36;
4740;2031;0,243003;89908352;-1353;0,000053;36;
4745;2056;0,242107;90098092;-1349;0,000054;36;
4750;2141;0,242910;90288032;-1225;0,000054;36;
4755;2055;0,243936;90478172;-1332;0,000054;36;
4760;2113;0,242999;90668512;-1085;0,000055;36;
4765;2135;0,243350;90859052;-1303;0,000059;36;
4770;2073;0,244307;91049792;-1335;0,000054;36;
4775;2119;0,245218;91240732;-1277;0,000055;36;
4780;2117;0,244771;91431872;-1177;0,000055;36;
4785;2082;0,244435;91623212;-1287;0,000060;36;
4790;2077;0,245340;91814752;-1136;0,000055;36;
4795;2099;0,245752;92006492;-1336;0,000053;36;
4800;2106;0,248558;92198432;-1104;0,000056;36;
4805;2119;0,248315;92390572;-1193;0,000056;36;
4810;2117;0,249540;92582912;-1420;0,000055;36;
4815;2136;0,249471;92775452;-1152;0,000056;36;
4820;2167;0,251160;92968192;-1250;0,000055;36;
4825;2126;0,250710;93161132;-1327;0,000055;36;
4830;2145;0,252101;93354272;-1128;0,000056;36;
4835;2074;0,254921;93547612;-1226;0,000056;36;
4840;2144;0,253817;93741152;-1183;0,000055;36;
4845;2163;0,252618;93934892;-1143;0,000057;36;
4850;2134;0,253483;94128832;-1280;0,000056;36;
4855;2159;0,255460;94322972;-1069;0,000056;36;
4860;2160;0,257983;94517312;-1338;0,000056;36;
4865;2092;0,255882;94711852;-1181;0,000057;36;
4870;2132;0,255846;94906592;-1255;0,000055;36;
4875;2187;0,256828;95101532;-1197;0,000055;36;
4880;2188;0,258574;95296672;-1232;0,000055;36;
4885;2156;0,257359;95492012;-1204;0,000056;36;
4890;2130;0,258100;95687552;-1185;0,000056;36;
4895;2194;0,257977;95883292;-1409;0,000055;36;
4900;2153;0,256724;96079232;-1279;0,000056;36;
4905;2163;0,259929;96275372;-1395;0,000056;36;
4910;2161;0,260400;96471712;-1427;0,000056;36;
4915;2192;0,259441;96668252;-1162;0,000057;36;
4920;2154;0,263154;96864992;-1224;0,000055;36;
4925;2203;0,260991;97061932;-1136;0,000056;36;
4930;2219;0,264485;97259072;-1315;0,000056;36;
4935;2091;0,262591;97456412;-1446;0,000057;36;
4940;2212;0,262956;97653952;-986;0,000057;36;
4945;2126;0,264078;97851692;-1291;0,000056;36;
4950;2151;0,263904;98049632;-1209;0,000055;36;
4955;2233;0,264214;98247772;-1160;0,000057;36;
4960;2153;0,269632;98446112;-1186;0,000058;36;
4965;2196;0,267303;98644652;-1425;0,000063;36;
4970;2095;0,266484;98843392;-1286;0,000057;36;
4975;2180;0,270127;99042332;-1468;0,000057;36;
4980;2250;0,268652;99241472;-1104;0,000058;36;
4985;2221;0,267474;99440812;-1358;0,000057;36;
4990;2198;0,268691;99640352;-1228;0,000057;36;
4995;2175;0,269086;99840092;-1200;0,000058;36;
5000;2212;0,270389;100040032;-1226;0,000057;36;
